,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
620,0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,804.25
621,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,114.1,8086.4
622,1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,4563.0
623,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.75,67.1
624,1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,165.45
625,1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,1477.65
626,1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,1706.45
627,1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,419.7
628,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,45.1
629,1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,69.1,1083.7
630,1,0,0,1,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,5882.75
631,1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,1527.5
632,0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,571.05
633,0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,167.2
634,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,865.05
635,0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,95.5,6153.85
636,1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,51.1,1269.6
637,0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3862.55
638,0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,6352.4
639,1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,471.55
640,1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,5931.75
641,1,0,1,1,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,5118.95
642,0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,658.95
643,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,76.95
644,0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,111.8,5809.75
645,1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,415.9
646,0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,3145.15
647,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,265.3
648,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9
649,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,49.8
650,1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,215.2
651,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,1500.95
652,1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,6885.75
653,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,75.45
654,0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,7261.25
655,0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2459.8
656,0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,163.55
657,0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,88.6,2888.7
658,0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,60.15,2421.6
659,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,70.7,553.4
660,1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,1291.3
661,1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,5728.55
662,1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,825.7
663,1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,1021.55
664,0,0,1,1,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15,2257.75
665,1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,6287.25
666,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,45.7
667,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,69.95
668,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,97.1
669,1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,89.85,2165.05
670,0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,4941.8
671,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,181.1
672,0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,341.45
673,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,5731.85
674,0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,4533.7
675,0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,1410.25
676,1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,7040.85
677,1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,108.15,6825.65
678,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.85,8477.7
679,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,25.05,125.5
680,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2
681,1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,6404.0
682,0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,64.45,1867.6
683,1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,2030.3
684,0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,5869.4
685,1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,4065.0
686,1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,92.95,3415.25
687,1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,340.25
688,0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2896.6
689,1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1514.85
690,1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,4669.2
691,0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,2934.3
692,0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,6302.8
693,0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,4600.7
694,0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,772.85
695,1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,55.85,857.8
696,1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,106.05,7554.05
697,1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,467.15
698,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,20.15
699,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,69.75
700,0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,1423.05
701,0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.65,391.7
702,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3,19.3
703,1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,94.05,811.65
704,1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,99.5,6841.45
705,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,834.7
706,1,0,1,1,55,1,0,0,2,0,0,0,0,2,1,0,1,59.45,3157.0
707,1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,21.25,711.9
708,0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,59.4,1952.8
709,1,0,0,0,40,1,0,0,2,2,0,2,0,0,0,1,3,61.9,2647.1
710,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35,54.35
711,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,4837.6
712,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,70.55
713,0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,106.6,5893.95
714,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,66.85,458.1
715,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.5,147.75
716,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,2,19.0,348.8
717,0,0,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2624.25
718,0,0,1,1,57,1,2,0,2,0,2,2,2,2,2,1,2,84.5,4845.4
719,0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,25.05,369.1
720,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,1,0,83.7,6096.9
721,1,0,1,1,70,1,0,1,2,2,2,2,2,0,2,1,1,101.1,6994.8
722,1,1,1,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.25,1233.65
723,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,43.95,43.95
724,0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,2555.9
725,1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,95.5,6707.15
726,1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,116.25,8564.75
727,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.5,79.5
728,0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,672.2
729,1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1345.85
730,0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,85.85,3003.55
731,1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,104.9,7537.5
732,1,1,0,0,34,1,0,1,0,2,2,0,2,2,1,1,2,99.85,3343.15
733,0,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,3,104.4,5232.9
734,0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,0,1,25.25,274.7
735,1,0,1,1,38,1,2,1,0,0,2,0,2,2,0,1,1,101.15,3956.7
736,1,0,0,0,54,1,0,0,2,2,0,2,2,0,0,1,3,69.9,3883.3
737,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,71.45,371.6
738,1,0,1,1,27,0,1,0,0,2,2,0,0,2,1,1,1,45.85,1246.4
739,0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,95.85
740,0,1,1,0,66,1,2,1,0,2,0,0,2,2,0,1,2,100.8,6690.75
741,0,0,0,0,34,1,2,0,2,2,0,2,0,0,1,1,3,64.4,2088.75
742,1,0,1,1,30,1,2,0,2,0,0,0,0,0,0,1,0,54.45,1588.7
743,0,0,0,0,11,1,0,0,0,0,0,2,2,2,0,0,3,70.5,829.3
744,0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,1,20.1,302.45
745,1,1,1,0,72,1,0,0,2,2,2,2,2,0,2,0,0,74.4,5360.75
746,1,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,93.05,6735.05
747,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.85,161.65
748,0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,1,0,20.6,827.3
749,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,49.85,49.85
750,1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,19.8,576.65
751,1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,6941.2
752,1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,1,1,25.1,1789.9
753,1,1,1,0,8,1,0,0,0,0,2,2,0,2,0,1,1,64.4,581.7
754,1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,108.4,7318.2
755,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,0,0,85.95,6151.9
756,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,25.15
757,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.2,45.2
758,1,0,1,1,69,1,2,1,0,0,2,0,0,0,2,1,1,79.2,5420.65
759,0,0,1,0,8,1,2,1,0,0,0,2,0,2,0,1,2,90.25,743.75
760,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,47.8,92.45
761,1,0,1,0,67,1,0,1,2,2,0,0,2,2,1,1,1,100.9,6733.15
762,1,0,1,1,34,1,2,1,0,2,0,0,2,2,0,1,0,97.7,3410.0
763,1,0,0,0,57,1,2,1,0,0,0,2,2,0,2,1,1,90.45,5229.8
764,1,0,1,1,43,1,2,1,0,0,2,2,2,2,1,1,1,104.3,4451.85
765,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,93.25,6688.95
766,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.7,73.05
767,0,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1211.65
768,0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,0,0,100.5,7030.65
769,1,0,1,1,63,1,2,0,2,2,2,2,2,2,2,1,1,89.4,5597.65
770,0,1,1,0,26,1,0,1,0,0,2,0,2,0,0,1,1,85.7,2067.0
771,0,1,1,0,35,1,2,1,0,0,2,0,2,2,0,0,0,102.05,3452.55
772,0,0,0,0,57,1,2,1,0,2,0,2,0,2,1,0,2,94.7,5468.95
773,0,0,1,1,57,1,2,0,2,2,0,2,0,0,0,0,0,65.2,3687.85
774,1,0,0,0,5,1,0,0,2,0,2,0,0,0,0,1,3,55.8,274.35
775,0,1,0,0,56,1,2,1,0,2,2,0,2,2,1,1,0,104.75,5510.65
776,0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.25,1973.75
777,0,0,1,1,48,0,1,0,2,0,2,0,0,2,1,0,1,45.0,2196.3
778,0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,1,0,20.05,85.5
779,0,0,1,1,71,1,2,1,0,2,2,0,0,2,2,1,1,95.75,6849.4
780,1,0,1,1,72,1,2,1,0,2,2,2,0,0,2,0,0,90.45,6565.85
781,1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.7,168.9
782,1,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,19.6,197.4
783,0,0,1,0,55,1,0,2,1,1,1,1,1,1,1,0,2,19.7,1140.05
784,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,45.95
785,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.75,44.75
786,1,0,1,0,14,1,2,1,0,2,2,0,0,0,0,1,2,82.65,1185.0
787,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,117.15,8529.5
788,1,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,0,112.55,7806.5
789,0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,2,25.7,25.7
790,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,50.6
791,1,0,0,0,11,1,0,0,0,2,0,0,2,0,1,1,2,61.25,729.95
792,1,0,0,1,47,1,0,0,2,2,0,0,0,0,0,1,2,55.3,2654.05
793,1,0,1,1,60,1,2,1,0,2,0,2,2,2,0,1,0,103.75,5969.95
794,1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,19.5,226.8
795,0,0,1,1,43,1,0,0,0,2,0,0,0,0,0,0,3,50.2,2169.4
796,1,0,1,1,71,1,2,0,2,0,2,2,2,2,1,0,2,85.45,6300.85
797,1,0,0,0,71,1,2,1,0,2,0,0,0,0,1,1,1,79.05,5552.5
798,0,1,1,0,31,1,2,1,0,0,2,0,2,0,1,1,2,90.7,2835.5
799,0,1,1,0,38,1,2,1,2,2,0,0,0,2,1,0,1,95.0,3591.25
800,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,111.65
801,0,0,1,0,71,1,0,0,2,2,2,2,2,2,1,1,0,84.8,6046.1
802,0,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.2,777.3
803,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7,141.45
804,0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,20.85,892.15
805,1,0,0,1,60,1,2,0,2,0,2,2,2,2,2,1,2,84.95,4984.85
806,0,1,1,1,40,1,2,1,0,0,0,0,2,2,0,1,1,94.55,3640.45
807,1,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,35.75,389.8
808,0,1,0,0,27,1,2,1,0,2,2,0,0,0,0,1,0,86.45,2401.05
809,0,0,0,0,11,1,0,0,0,0,2,2,0,0,1,0,0,53.8,651.55
810,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,70.05
811,0,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,407.05
812,1,0,0,1,38,1,2,1,0,0,2,0,2,2,0,1,0,99.25,3777.15
813,0,1,1,0,50,1,2,2,1,1,1,1,1,1,1,0,2,25.2,1306.3
814,0,1,0,0,31,1,0,1,2,0,0,0,0,0,0,1,1,73.55,2094.65
815,0,0,0,0,8,1,2,1,2,0,0,2,2,2,0,1,0,103.35,847.3
816,1,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,329.75
817,1,0,1,1,32,1,0,2,1,1,1,1,1,1,0,1,1,19.45,674.55
818,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,7887.25
819,1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,1,2,74.9,490.55
820,1,0,1,1,11,1,0,0,0,0,2,0,2,0,0,1,0,59.65,683.25
821,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,1,74.2,1133.9
822,0,0,0,0,71,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1719.15
823,1,0,1,1,47,1,2,2,1,1,1,1,1,1,2,0,3,24.55,1160.45
824,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,77.15,77.15
825,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1205.05
826,1,0,1,1,49,1,2,1,0,0,0,2,2,2,1,1,2,97.95,4917.9
827,0,0,1,0,53,1,2,1,0,2,0,0,2,2,0,1,1,98.4,5149.5
828,1,0,1,0,67,1,2,0,2,2,2,2,0,0,2,0,1,70.9,4677.1
829,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,44.55,220.75
830,1,1,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1501.75
831,1,1,1,1,46,1,2,1,2,2,2,0,2,0,0,1,2,100.7,4541.2
832,0,0,1,1,28,1,2,1,0,0,0,2,0,2,1,1,2,90.45,2509.25
833,1,0,0,0,24,1,0,0,2,2,0,2,0,0,0,0,0,60.45,1440.75
834,0,0,1,0,42,1,0,2,1,1,1,1,1,1,0,0,1,20.35,869.9
835,1,0,1,0,13,0,1,0,2,0,0,2,2,2,0,1,2,54.45,706.85
836,0,0,1,0,6,1,2,1,0,2,0,0,0,2,0,1,2,90.75,512.25
837,1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,0,1,75.35,2636.05
838,1,0,1,1,50,1,0,0,2,0,0,2,2,2,1,0,2,75.5,4025.6
839,1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,2,24.5,1816.2
840,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.25,74.25
841,1,1,1,0,29,1,0,1,2,0,2,0,0,2,1,0,0,90.1,2656.7
842,1,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.2,1054.75
843,0,0,0,0,64,1,2,1,2,2,2,2,2,2,2,1,0,115.1,7334.05
844,1,1,1,0,36,1,2,1,0,0,0,0,0,2,0,1,1,85.25,3132.75
845,1,0,1,1,53,1,2,0,0,0,2,2,2,2,1,1,3,78.75,3942.45
846,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,873.4
847,0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.3,803.3
848,0,0,0,0,7,1,0,1,0,0,2,2,2,2,0,1,2,100.4,715.0
849,0,1,0,0,41,1,0,1,0,0,2,2,2,2,1,1,0,101.1,4016.2
850,1,0,1,1,67,0,1,0,2,0,0,0,2,2,2,0,1,50.9,3281.65
851,0,1,1,0,70,1,2,0,2,2,2,2,2,2,2,1,0,92.2,6474.45
852,1,0,1,1,34,0,1,0,0,0,0,2,2,0,2,1,2,40.55,1325.85
853,0,0,1,1,65,1,2,2,1,1,1,1,1,1,2,0,1,26.0,1654.85
854,1,0,0,1,35,1,0,0,0,0,0,2,2,2,1,1,3,72.1,2495.15
855,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,19.45,227.45
856,0,0,0,0,8,1,0,0,2,0,0,0,2,0,0,1,2,60.0,487.75
857,0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,20.05,678.2
858,1,1,0,0,25,1,2,1,0,2,2,0,2,2,0,0,3,105.95,2655.25
859,0,0,1,1,13,1,2,2,1,1,1,1,1,1,2,1,0,25.0,332.5
860,1,0,1,0,60,1,2,1,0,2,2,0,2,0,0,1,2,95.75,5742.9
861,1,0,1,1,15,1,0,2,1,1,1,1,1,1,2,0,3,19.35,278.85
862,1,0,1,0,30,1,2,1,0,0,0,0,2,2,0,1,1,94.05,2866.45
863,0,0,1,1,42,1,0,1,0,0,2,2,2,2,2,1,2,100.4,4303.65
864,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1753.0
865,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,54.75,54.75
866,0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,19.25,617.65
867,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.6,94.6
868,0,1,1,1,31,1,0,1,0,0,2,2,2,2,0,1,2,98.9,2911.3
869,0,1,0,1,30,1,2,1,0,0,0,2,2,2,0,1,2,101.3,2974.5
870,0,0,1,1,44,1,0,2,1,1,1,1,1,1,0,0,3,19.6,780.25
871,1,0,0,1,27,1,0,2,1,1,1,1,1,1,1,0,1,20.05,552.9
872,0,0,0,0,8,1,0,0,0,0,0,2,0,0,0,0,2,49.4,408.25
873,0,0,1,1,57,1,2,1,0,2,0,0,2,2,0,1,2,100.6,5611.7
874,0,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.3,1296.15
875,0,0,1,1,21,1,0,0,0,2,0,0,2,0,1,1,1,58.85,1215.45
876,1,0,1,0,71,1,2,1,2,2,2,0,2,2,1,1,2,109.6,7854.15
877,0,0,0,0,7,1,0,1,0,0,2,0,0,0,0,1,2,75.15,525.0
878,0,0,0,0,72,1,0,0,2,2,2,2,0,2,2,1,1,73.0,5265.2
879,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.1,70.1
880,0,0,1,1,72,1,2,1,0,2,2,2,0,2,2,1,0,98.65,7129.45
881,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.75,69.75
882,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,80.2,80.2
883,1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,2,19.9,505.45
884,1,0,0,0,18,1,0,0,2,0,2,2,2,0,0,1,2,68.35,1299.8
885,1,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,79.1,5564.85
886,0,0,0,1,2,1,2,1,2,0,0,0,0,0,0,0,1,80.55,188.1
887,0,0,0,0,33,1,2,2,1,1,1,1,1,1,2,0,1,25.7,826.1
888,0,0,0,0,55,1,0,0,0,2,2,0,0,2,2,1,3,64.75,3617.1
889,1,0,0,0,63,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1559.3
890,0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,1,113.0,7987.6
891,0,0,1,1,36,0,1,0,2,0,2,2,0,0,2,0,1,40.65,1547.35
892,0,0,1,0,47,1,0,1,0,0,2,0,0,2,0,1,2,85.3,4045.65
893,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.8,19.8
894,0,0,1,1,70,1,0,0,2,0,0,2,2,2,2,0,1,75.35,5437.75
895,0,0,0,0,39,1,0,0,0,0,0,2,0,2,1,0,2,59.3,2209.15
896,0,0,0,0,29,1,2,0,2,0,0,0,0,2,0,1,2,66.1,1912.15
897,0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,0,3,18.8,255.55
898,1,0,0,0,2,0,1,0,0,0,2,0,2,2,0,1,2,49.25,90.35
899,0,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,1,109.15,6557.75
900,1,0,0,1,66,1,0,0,0,2,2,2,2,2,2,1,1,79.5,5196.1
901,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,0,1,115.05,8405.0
902,0,0,0,0,19,1,2,1,2,2,0,0,0,2,0,1,2,95.15,1789.25
903,0,0,1,1,51,1,2,1,2,0,0,2,2,0,1,1,3,95.15,5000.05
904,1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,0,101.35,2317.1
905,0,1,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,91.45
906,1,0,1,0,46,0,1,0,2,0,2,2,0,0,2,0,1,40.4,1842.7
907,0,0,0,0,7,1,2,1,2,0,0,0,0,0,0,1,3,79.65,604.7
908,1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,105.2,7386.05
909,1,1,0,0,19,1,2,1,0,0,2,0,0,0,0,1,2,79.85,1471.75
910,1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,78.75,412.1
911,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.85,51.6
912,0,1,0,0,34,1,2,1,0,2,0,2,2,0,0,1,2,96.35,3190.25
913,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1,50.1
914,1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,2,76.4,151.8
915,1,0,0,0,3,1,0,1,0,0,2,2,2,2,0,1,2,98.7,293.65
916,1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,0,3,29.35,216.45
917,0,0,0,0,54,1,2,1,0,0,2,2,0,2,2,1,0,95.1,5064.85
918,0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,3,44.9,839.65
919,1,0,0,0,62,0,1,0,2,2,2,2,0,0,2,1,0,43.7,2618.3
920,0,1,1,1,56,1,0,0,2,0,0,2,2,2,2,1,1,72.6,4084.35
921,1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.55,765.5
922,1,1,0,0,10,1,0,1,0,0,0,0,0,2,0,1,2,79.25,793.55
923,0,0,0,0,25,0,1,0,2,2,2,0,2,2,1,0,2,61.05,1540.2
924,0,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,85.7,169.8
925,1,0,0,0,49,1,2,1,0,2,0,2,2,2,1,1,0,106.65,5168.1
926,0,0,0,0,63,1,2,1,2,2,2,0,2,2,0,0,1,108.25,6780.1
927,0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,0,1,20.4,94.5
928,1,1,0,0,52,1,2,1,0,0,0,0,0,0,0,1,0,72.95,3829.75
929,0,0,1,1,43,1,0,0,2,0,2,0,2,2,2,0,0,75.2,3254.35
930,0,0,1,0,61,1,2,1,0,0,0,2,2,2,1,0,0,101.15,6383.9
